Category,Sub_Category,Product_Name,Unit_Price,Quantity,Sales,Product_URL
Electronics,Phones,Apple iPhone 5S,341.99399999999997,2,683.9879999999999,
Electronics,Accessories,Plantronics Audio 995 Wireless Stereo Headset,109.95,10,1099.5,
Electronics,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,16.95,1,16.95,
Electronics,Phones,Griffin GC17055 Auxiliary Audio Cable,14.392,4,57.568,
Electronics,Accessories,Memorex Froggy Flash Drive 8 GB,14.200000000000001,6,85.2,
Electronics,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",14.99,5,74.95,
Electronics,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,266.36,2,532.72,
Electronics,Accessories,Logitech G105 Gaming Keyboard,59.37,3,178.10999999999999,
Electronics,Phones,Motorola L804,36.792,1,36.792,
Electronics,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,94.99,3,284.96999999999997,
Electronics,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,34.95,3,104.85000000000001,
Electronics,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,9,1496.16,
Electronics,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,3,59.97,
Electronics,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,8.95,5,44.75,
Electronics,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,55.2,2,110.4,
Electronics,Phones,VTech DS6151,100.792,5,503.96000000000004,
Electronics,Accessories,Logitech P710e Mobile Speakerphone,205.99200000000002,1,205.99200000000002,
Electronics,Accessories,"Maxell 74 Minute CDR, 10/Pack",9.78,7,68.46,
Electronics,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,29.99,3,89.97,
Electronics,Phones,Nokia Lumia 925,100.79199999999999,3,302.376,
Electronics,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,16.36,6,98.16,
Electronics,Phones,PayAnywhere Card Reader,7.992000000000001,1,7.992000000000001,
Electronics,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,5,824.95,
Electronics,Accessories,"Maxell 74 Minute CDR, 10/Pack",7.824,8,62.592,
Electronics,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,23.992,2,47.984,
Electronics,Accessories,Logitech G700s Rechargeable Gaming Mouse,99.99,1,99.99,
Electronics,Accessories,Logitech G19 Programmable Gaming Keyboard,123.99,3,371.96999999999997,
Electronics,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,59.51,2,119.02,
Electronics,Phones,Mophie Juice Pack Helium for iPhone,63.992,3,191.976,
Electronics,Phones,Panasonic KX - TS880B Telephone,41.22,1,41.22,
Electronics,Phones,Griffin GC17055 Auxiliary Audio Cable,14.392000000000001,6,86.352,
Electronics,Phones,Polycom SoundPoint IP 450 VoIP phone,180.68800000000002,2,361.37600000000003,
Electronics,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",1299.99,4,5199.96,
Electronics,Phones,Samsung HM1900 Bluetooth Headset,21.95,4,87.8,
Electronics,Phones,PayAnywhere Card Reader,7.992000000000002,5,39.96000000000001,
Electronics,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",14.99,1,14.99,
Electronics,Phones,Panasonic KX TS208W Corded phone,39.19200000000001,5,195.96000000000004,
Electronics,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,16.616,7,116.312,
Electronics,Phones,Anker Astro 15000mAh USB Portable Charger,39.992000000000004,1,39.992000000000004,
Electronics,Phones,iOttie XL Car Mount,15.991999999999999,5,79.96,
Electronics,Phones,Mitel MiVoice 5330e IP Phone,164.994,2,329.988,
Electronics,Phones,Cisco SPA 502G IP Phone,95.96000000000001,4,383.84000000000003,
Electronics,Phones,Digium D40 VoIP phone,128.99,2,257.98,
Electronics,Accessories,Memorex Froggy Flash Drive 8 GB,17.75,3,53.25,
Electronics,Machines,"3D Systems Cube Printer, 2nd Generation, White",1039.992,1,1039.992,
Electronics,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,421.95,2,843.9,
Electronics,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,329.95,2,659.9,
Electronics,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,145.95,3,437.84999999999997,
Electronics,Phones,Bose SoundLink Bluetooth Speaker,119.39999999999999,3,358.2,
Electronics,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,16.36,6,98.16,
Electronics,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",29.592000000000002,3,88.77600000000001,
Electronics,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,15.991999999999999,3,47.976,
Electronics,Phones,Nortel Networks T7316 E Nt8 B27,67.99,8,543.92,
Electronics,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,2,39.98,
Electronics,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,35.99,5,179.95000000000002,
Electronics,Copiers,Sharp AL-1530CS Digital Copier,399.992,3,1199.976,
Electronics,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,13.48,1,13.48,
Electronics,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,8.95,5,44.75,
Electronics,Accessories,Microsoft Sculpt Comfort Mouse,39.95,4,159.8,
Electronics,Machines,Hewlett-Packard 300S Scientific Calculator,13.11,4,52.44,
Electronics,Accessories,HP Standard 104 key PS/2 Keyboard,14.5,3,43.5,
Electronics,Phones,iHome FM Clock Radio with Lightning Dock,55.992,5,279.96,
Electronics,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,19.02,2,38.04,
Electronics,Copiers,Canon Image Class D660 Copier,599.99,5,2999.95,
Electronics,Phones,Motorola HK250 Universal Bluetooth Headset,22.99,5,114.94999999999999,
Electronics,Accessories,V7 USB Numeric Keypad,27.992000000000004,6,167.95200000000003,
Electronics,Phones,Cisco SPA301,124.79200000000002,3,374.37600000000003,
Electronics,Phones,Samsung Galaxy S4,500.79200000000003,2,1001.5840000000001,
Electronics,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,4.95,3,14.850000000000001,
Electronics,Phones,GE 30524EE4,156.79200000000003,3,470.3760000000001,
Electronics,Phones,AT&T SB67148 SynJ,52.792,2,105.584,
Electronics,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,101.592,4,406.368,
Electronics,Phones,PureGear Roll-On Screen Protector,11.993999999999998,10,119.93999999999998,
Electronics,Phones,Grandstream GXP1160 VoIP phone,37.91,1,37.91,
Electronics,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",5.960000000000001,3,17.880000000000003,
Electronics,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,33.13,4,132.52,
Electronics,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,12.89,8,103.12,
Electronics,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,38.99399999999999,14,545.9159999999999,
Electronics,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,3,20.37,
Electronics,Phones,iHome FM Clock Radio with Lightning Dock,55.992,3,167.976,
Electronics,Accessories,Logitech P710e Mobile Speakerphone,205.99200000000005,3,617.9760000000001,
Electronics,Phones,Panasonic KX-TG9471B,195.99,2,391.98,
Electronics,Phones,Panasonic Business Telephones KX-T7736,182.02,3,546.0600000000001,
Electronics,Phones,Plantronics MX500i Earset,34.36000000000001,1,34.36000000000001,
Electronics,Copiers,Hewlett Packard LaserJet 3310 Copier,479.992,2,959.984,
Electronics,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",104.993,2,209.986,
Electronics,Copiers,Hewlett Packard LaserJet 3310 Copier,599.99,5,2999.95,
Electronics,Phones,Motorla HX550 Universal Bluetooth Headset,31.64,4,126.56,
Electronics,Phones,ClearOne CHATAttach 160 - speaker phone,619.99,4,2479.96,
Electronics,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992,4,255.968,
Electronics,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.5600000000000005,2,11.120000000000001,
Electronics,Phones,Wilson Electronics DB Pro Signal Booster,214.79999999999998,4,859.1999999999999,
Electronics,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,20.95,2,41.9,
Electronics,Accessories,Microsoft Sculpt Comfort Mouse,31.960000000000004,2,63.92000000000001,
Electronics,Phones,Mediabridge Sport Armband iPhone 5s,7.992000000000001,3,23.976000000000003,
Electronics,Machines,Hewlett-Packard 300S Scientific Calculator,13.11,6,78.66,
Electronics,Accessories,Logitech Illuminated - Keyboard,59.99,4,239.96,
Electronics,Camera & Photo,Nerf Pocket Camcorder - Yellow (38056),49.99,0,0.0,https://www.amazon.com/Nerf-Pocket-Camcorder-Yellow-38056/dp/B005G7BF92
Electronics,Phones,Digium D40 VoIP phone,103.19200000000001,1,103.19200000000001,
Electronics,Phones,Panasonic Kx-TS550,36.792,4,147.168,
Electronics,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,19.99,
Electronics,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,9.264000000000001,8,74.11200000000001,
Electronics,Phones,Speck Products Candyshell Flip Case,27.992000000000004,1,27.992000000000004,
Electronics,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,11.993999999999998,5,59.96999999999999,
Electronics,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,19.992,2,39.984,
Electronics,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,33.78,3,101.34,
Electronics,Phones,Nortel Business Series Terminal T7208 Digital phone,111.19200000000001,4,444.76800000000003,
Electronics,Accessories,Logitech M510 Wireless Mouse,39.99,2,79.98,
Electronics,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,65.99,2,131.98,
Electronics,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,35.99,2,71.98,
Electronics,Accessories,Memorex Micro Travel Drive 32 GB,36.51,3,109.53,
Electronics,Accessories,KeyTronic E03601U1 - Keyboard - Beige,18.0,2,36.0,
Electronics,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,12.0,2,24.0,
Electronics,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,13.088000000000001,2,26.176000000000002,
Electronics,Phones,Digium D40 VoIP phone,103.19200000000001,2,206.38400000000001,
Electronics,Phones,Vtech CS6719,76.792,5,383.96000000000004,
Electronics,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,29.99,2,59.98,
Electronics,Headphones,Trolls Poppy Kid Friendly Headphones with Built in Volume Limiting Feature for Kid Friendly Safe Listening,17.99,0,0.0,https://www.amazon.com/Friendly-Headphones-Limiting-Feature-Listening/dp/B01CIMC30W
Electronics,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,33.78,3,101.34,
Electronics,Machines,Hewlett-Packard Desktjet 6988DT Refurbished Printer,680.9,5,3404.5,
Electronics,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.792,2,1.584,
Electronics,Accessories,Memorex Micro Travel Drive 16 GB,12.792000000000002,8,102.33600000000001,
Electronics,Accessories,Memorex Micro Travel Drive 16 GB,12.792000000000002,6,76.75200000000001,
Electronics,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,12.0,2,24.0,
Electronics,Accessories,Memorex Micro Travel Drive 8 GB,13.0,4,52.0,
Electronics,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,127.19200000000001,4,508.76800000000003,
Electronics,Phones,Shocksock Galaxy S4 Armband,8.76,2,17.52,
Electronics,Phones,Samsung Galaxy S4 Mini,469.99,1,469.99,
Electronics,Accessories,Logitech Wireless Touch Keyboard K400,19.992,2,39.984,
Electronics,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",10.9,4,43.6,
Electronics,Accessories,Plantronics S12 Corded Telephone Headset System,86.23200000000001,5,431.1600000000001,
Electronics,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,17.99,5,89.94999999999999,
Electronics,Accessories,Microsoft Wireless Mobile Mouse 4000,39.99,4,159.96,
Electronics,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",13.591999999999999,3,40.775999999999996,
Electronics,Copiers,Canon PC1080F Personal Copier,599.99,2,1199.98,
Electronics,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,39.816,3,119.44800000000001,
Electronics,Phones,Griffin GC17055 Auxiliary Audio Cable,14.392,5,71.96,
Electronics,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,15.991999999999999,3,47.976,
Electronics,Accessories,Logitech MX Performance Wireless Mouse,31.912000000000003,2,63.824000000000005,
Electronics,Phones,Macally Suction Cup Mount,9.56,6,57.36,
Electronics,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,24.808000000000003,2,49.61600000000001,
Electronics,Copiers,Canon Imageclass D680 Copier / Fax,699.99,2,1399.98,
Electronics,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29,5,146.45,
Electronics,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),209.994,9,1889.946,
Electronics,Accessories,Maxell 4.7GB DVD+R 5/Pack,0.9899999999999999,3,2.9699999999999998,
Electronics,Phones,Apple iPhone 5S,569.99,1,569.99,
Electronics,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,23.992,3,71.976,
Electronics,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",7.992000000000001,1,7.992000000000001,
Electronics,Phones,OtterBox Defender Series Case - iPhone 5c,22.188,2,44.376,
Electronics,Accessories,Maxell 4.7GB DVD-R,22.704,2,45.408,
Electronics,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,24.808000000000003,2,49.61600000000001,
Electronics,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,10.392000000000001,6,62.352000000000004,
Electronics,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,15.0,3,45.0,
Electronics,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,2,199.98,
Electronics,Accessories,Maxell 4.7GB DVD-R,28.380000000000003,5,141.9,
Electronics,Phones,Mitel 5320 IP Phone VoIP phone,151.192,4,604.768,
Electronics,Phones,Samsung Galaxy S4 Mini,375.992,2,751.984,
Electronics,Accessories,Maxell CD-R Discs,1.97,4,7.88,
Electronics,Phones,Samsung Rugby III,52.792,3,158.376,
Electronics,Phones,Samsung Galaxy Mega 6.3,419.99000000000007,7,2939.9300000000003,
Electronics,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,329.99,5,1649.95,
Electronics,Phones,Panasonic KX T7736-B Digital phone,149.95,2,299.9,
Electronics,Phones,AT&T CL83451 4-Handset Telephone,164.79200000000003,1,164.79200000000003,
Electronics,Phones,Samsung Galaxy S4,500.79200000000003,4,2003.1680000000001,
Electronics,Phones,Grandstream GXP1160 VoIP phone,30.328,8,242.624,
Electronics,Copiers,Hewlett Packard 310 Color Digital Copier,299.99,1,299.99,
Electronics,Accessories,Maxell LTO Ultrium - 800 GB,22.392,4,89.568,
Electronics,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,94.99,5,474.95,
Electronics,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,36.32,3,108.96000000000001,
Electronics,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,119.0,2,238.0,
Electronics,Copiers,Canon imageCLASS 2200 Advanced Copier,3499.99,4,13999.96,
Electronics,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,109.584,4,438.336,
Electronics,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,46.99,5,234.95000000000002,
Electronics,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,15.97,4,63.88,
Electronics,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,16.59,2,33.18,
Electronics,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,52.792,1,52.792,
Electronics,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,15.0,8,120.0,
Electronics,Accessories,Microsoft Sculpt Comfort Mouse,39.95,5,199.75,
Electronics,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",34.99,5,174.95000000000002,
Electronics,Phones,GE 30524EE4,156.79200000000003,3,470.3760000000001,
Electronics,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,46.99,3,140.97,
Electronics,Phones,iOttie HLCRIO102 Car Mount,19.99,6,119.94,
Electronics,Copiers,Hewlett Packard LaserJet 3310 Copier,479.992,5,2399.96,
Electronics,Phones,AT&T CL83451 4-Handset Telephone,205.99,2,411.98,
Electronics,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,11.96,8,95.68,
Electronics,Phones,Cisco IP Phone 7961G-GE VoIP phone,129.948,2,259.896,
Electronics,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,9.264000000000001,4,37.056000000000004,
Electronics,Accessories,Logitech Wireless Touch Keyboard K400,24.99,11,274.89,
Electronics,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,3,494.97,
Electronics,Phones,Geemarc AmpliPOWER60,74.24,5,371.2,
Electronics,Machines,Lexmark MarkNet N8150 Wireless Print Server,120.58500000000001,2,241.17000000000002,
Electronics,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,12.585000000000003,1,12.585000000000003,
Electronics,Accessories,Plantronics Audio 478 Stereo USB Headset,49.99,9,449.91,
Electronics,Portable Audio & Video,eKids Paw Patrol Bluetooth Portable MP3 Karaoke Machine Player with LED Display Store Hours of Music with Built in Memory Sing Along Using The Real Working Microphone USB Port to Expand Your Content,45.99,0,0.0,https://www.amazon.com/Paw-Patrol-Bluetooth-Microphone-Rechargeable/dp/B07FKV7PJ6
Electronics,Phones,Plantronics 81402,65.99,6,395.93999999999994,
Electronics,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,58.49,2,116.98,
Electronics,Accessories,Logitech MX Performance Wireless Mouse,39.89,4,159.56,
Electronics,Phones,Nokia Lumia 925,125.98999999999998,5,629.9499999999999,
Electronics,Accessories,Microsoft Natural Ergonomic Keyboard 4000,29.99,5,149.95,
Electronics,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,13.088000000000001,3,39.264,
Electronics,Accessories,Maxell LTO Ultrium - 800 GB,27.99,4,111.96,
Electronics,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",17.48,5,87.4,
Electronics,Accessories,Microsoft Wireless Mobile Mouse 4000,31.992000000000004,1,31.992000000000004,
Electronics,Phones,Toshiba IPT2010-SD IP Telephone,111.19200000000001,3,333.576,
Electronics,Copiers,Canon PC-428 Personal Copier,159.99200000000002,2,319.98400000000004,
Electronics,Accessories,Logitech MX Performance Wireless Mouse,39.89,2,79.78,
Electronics,Phones,GE 30524EE4,156.79200000000003,4,627.1680000000001,
Electronics,Phones,Nortel Networks T7316 E Nt8 B27,67.99,4,271.96,
Electronics,Accessories,Imation Bio 2GB USB Flash Drive Imation Corp,131.18,8,1049.44,
Electronics,Phones,Plantronics Encore H101 Dual Earpieces Headset,35.96,3,107.88,
Electronics,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,79.99,5,399.95,
Electronics,Accessories,First Data TMFD35 PIN Pad,142.8,1,142.8,
Electronics,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,79.992,6,479.952,
Electronics,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,127.19200000000001,3,381.576,
Electronics,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,31.992000000000004,3,95.97600000000001,
Electronics,Phones,Polycom VoiceStation 500 Conference phone,235.96,2,471.92,
Electronics,Phones,Geemarc AmpliPOWER60,74.24,2,148.48,
Electronics,Phones,Polycom VoiceStation 500 Conference phone,235.96,6,1415.76,
Electronics,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,17.680000000000003,2,35.36000000000001,
Electronics,Phones,LG G3,156.79200000000003,1,156.79200000000003,
Electronics,Phones,Geemarc AmpliPOWER60,55.68,8,445.44,
Electronics,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,15.97,7,111.79,
Electronics,Phones,Motorola HK250 Universal Bluetooth Headset,18.392,4,73.568,
Electronics,Phones,Cisco Small Business SPA 502G VoIP phone,61.541999999999994,1,61.541999999999994,
Electronics,Accessories,Hypercom P1300 Pinpad,50.400000000000006,2,100.80000000000001,
Electronics,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,195.99,5,979.95,
Electronics,Machines,Okidata C610n Printer,324.5,2,649.0,
Electronics,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",11.59,4,46.36,
Electronics,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,119.99700000000003,5,599.9850000000001,
Electronics,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",6.540000000000001,5,32.7,
Electronics,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,44.792,2,89.584,
Electronics,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,263.96,5,1319.8,
Electronics,Phones,Jensen SMPS-640 - speaker phone,45.98,3,137.94,
Electronics,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,33.56,11,369.16,
Electronics,Copiers,Canon PC1080F Personal Copier,479.992,5,2399.96,
Electronics,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,28.792,5,143.96,
Electronics,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,35.99,3,107.97,
Electronics,Phones,Nortel Meridian M5316 Digital phone,155.36999999999998,5,776.8499999999999,
Electronics,Accessories,Maxell 4.7GB DVD-R,28.38,4,113.52,
Electronics,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,44.99,2,89.98,
Electronics,Phones,Samsung Galaxy S4 Mini,469.99,4,1879.96,
Electronics,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",13.591999999999999,9,122.32799999999999,
Electronics,Phones,Panasonic KX T7736-B Digital phone,119.96,1,119.96,
Electronics,Phones,Polycom SoundPoint IP 450 VoIP phone,180.68800000000002,9,1626.1920000000002,
Electronics,Copiers,Canon PC-428 Personal Copier,119.994,5,599.97,
Electronics,Phones,Grandstream GXP1160 VoIP phone,37.91,6,227.45999999999998,
Electronics,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,13.56,3,40.68,
Electronics,Accessories,Logitech G700s Rechargeable Gaming Mouse,79.992,2,159.984,
Electronics,Accessories,Logitech Wireless Gaming Headset G930,127.99200000000002,3,383.97600000000006,
Electronics,Phones,GE 30524EE4,195.99,2,391.98,
Electronics,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,23.992,3,71.976,
Electronics,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,119.99200000000002,3,359.97600000000006,
Electronics,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,119.0,5,595.0,
Electronics,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,1,99.99,
Electronics,Accessories,Maxell 4.7GB DVD-R,22.704,7,158.928,
Electronics,Phones,Spigen Samsung Galaxy S5 Case Wallet,13.591999999999999,4,54.367999999999995,
Electronics,Phones,Cisco SPA525G2 IP Phone - Wireless,19.95,6,119.69999999999999,
Electronics,Copiers,Sharp 1540cs Digital Laser Copier,439.992,2,879.984,
Electronics,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,19.02,3,57.06,
Electronics,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,8.95,8,71.6,
Electronics,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",11.54,1,11.54,
Electronics,Phones,AT&T 1080 Corded phone,136.99,1,136.99,
Electronics,Accessories,KeyTronic 6101 Series - Keyboard - Black,40.99,4,163.96,
Electronics,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",25.889999999999997,10,258.9,
Electronics,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,9.096,1,9.096,
Electronics,Phones,Anker 24W Portable Micro USB Car Charger,8.792,4,35.168,
Electronics,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",17.48,6,104.88,
Electronics,Phones,Panasonic KX TS3282B Corded phone,65.592,3,196.776,
Electronics,Accessories,Logitech G13 Programmable Gameboard with LCD Display,79.99,6,479.93999999999994,
Electronics,Accessories,Memorex Froggy Flash Drive 8 GB,17.75,4,71.0,
Electronics,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,36.32,1,36.32,
Electronics,Phones,AT&T 1080 Corded phone,82.194,2,164.388,
